ident	name	type	frequency_khz	latitude_deg	longitude_deg
IW	Bembridge	NDB	426	50.68080139	-1.106029987
IWA	Willie	VORTAC	113300	33.30319977	-111.651001
IWC	Kuga	VORTAC	114300	34.07949829	132.1470032
IWD	Ironwood	VORTAC	108800	46.53229904	-90.12580109
IWH	Wabash	NDB	329	40.76369858	-85.79769897
IWJ	Blaak	NDB	344	31.45569992	-84.81909943
IWW	Wildwood	NDB	379	60.59870148	-151.2109985
IWY	Iswahyudi	TACAN	114800	-7.610730171	111.4369965
IX	Dustt	NDB	368	38.73870087	-94.89189911
IXC	Cranbrook	DME	110300	49.61640167	-115.7829971
IXD	Edmonton Muni	DME	109500	53.56890106	-113.5110016
IXE	Iwaki	VOR-DME	117700	37.14889908	140.9759979
IXT	Terrace	DME	110100	54.46080017	-128.5879974
IY	Pira	NDB	215	-22.06749916	-47.34069824
IY	Chukk	NDB	417	43.13389969	-92.72820282
IYC	Calgary	DME	111500	51.0992012	-114.0230026
IZA	Ibiza	NDB	394	38.91550064	1.470409989
IZA	Iza	DME	109500	45.73490143	16.05340004
IZD	Mizda	NDB	378	31.44610023	12.97360039
IZD	Ohrid	NDB	432	41.34280014	20.82060051
IZK	Izki	VOR-DME	113500	22.88850021	57.76190186
IZN	Lincolnton	NDB	432	35.53760147	-81.08650208
IZP	Iztapa	NDB	400	13.93089962	-90.73169708
IZS	Montezuma	NDB	426	32.36740112	-84.00740051
IZT	Ixtepec	VOR-DME	112200	16.46389961	-95.0951004
J	San Juan	NDB	305	-31.54330063	-68.41670227
J	Jujuy	NDB	330	-24.41600037	-65.08329773
J	Tianjin	NDB	517	39.14619827	117.3330002
J7	One Hunderd Eight Mile	NDB-DME	285	51.74330139	-121.336998
JA	Dexin	NDB	332	42.86999893	129.3379974
JA	Jammu	NDB	415	32.69960022	74.84899902
JA	Kanoya	NDB	238	31.35639954	130.848999
JA	Khovd	NDB	450	47.90819931	91.65529633
JA	Yahotyn	NDB	385	50.26480103	31.79319954
JA	Dinns	NDB	344	30.46500015	-81.80169678
JA	Allen	NDB	365	32.41249847	-90.11949921
JA	Beograd	NDB	316	44.74290085	20.47529984
JA	Jacobshavn	DME	111950	69.24030304	-51.06079865
JAB	Jablonka	VOR-DME	116400	49.48289871	19.67860031
JAB	Jablonka	NDB	387	49.47660065	19.69400024
JAC	Jacareacanga	VOR-DME	112200	-6.23567009	-57.77050018
JAC	Jackson	VOR-DME	115400	43.62099838	-110.7320023
JAC	Jacareacanga	NDB	360	-6.238669872	-57.77399826
JAL	Jalalabad	VOR-DME	115800	27.6942997	79.6556015
JAM	Jam	VOR-DME	116800	27.82180023	52.34289932
JAM	Jam	NDB	385	27.82320023	52.33959961
JAN	Jackson	VORTAC	112600	32.50749969	-90.16770172
JAN	Janovce	VOR-DME	110800	48.17860031	17.54470062
JAS	Jasper	NDB	344	30.95459938	-94.03350067
JAT	Kanoya	TACAN	113800	31.3628006	130.8300018
JAU	Jacksboro	NDB	204	36.33789825	-84.1608963
JAY	Austin	VOR-DME	108200	43.57630157	-92.91970062
JB	Laberge	NDB	236	60.94889832	-135.1380005
JB	Dongying	NDB	345	37.59000015	118.7850037
JB	Zangangzhen	NDB	403	39.04330063	116.197998
JB	Jabalpur	NDB	301	23.18589973	80.06060028
JB	Omura	NDB	343	32.94169998	129.9299927
JB	Jaybee	NDB	400	1.499940038	103.711998
JB	Jos	NDB	270	9.637590408	8.893850327
JB	Johannesburg	NDB	202	-26.04500008	28.26499939
JB	Jigel	NDB	384	34.54600143	-79.13839722
JBA	Djerba	VOR-DME	112200	33.87720108	10.77140045
JBL	Jubail	VOR-DME	112900	27.0394001	49.40710068
JBL	Hodge	NDB	256	32.20130157	-92.72599792
JBR	Jonesboro	VOR-DME	108600	35.87490082	-90.58850098
JBR	Jaszbereny	NDB	517	47.49380112	19.89459991
JBT	Omura	TACAN	114050	32.92580032	129.9320068
JC	Hachinohe	NDB	381	40.5503006	141.4779968
JCT	Junction	VORTAC	116000	30.59799957	-99.81749725
JCW	Jacobs Well	VOR	116500	-27.76140022	153.3339996
JD	Jebel Dhana	NDB	303	24.19330025	52.625
JD	Nikko	NDB	389	36.4897995	139.8630066
JD	Fayzabad	NDB	475	38.54330063	69.31330109
JD	Gooey	NDB	385	38.47790146	-89.73799896
JDG	Jedong	VOR-DME	117900	33.3973999	126.7099991
JDM	Wheatfield	NDB	408	39.51029968	-101.0479965
JDN	Jardin	NDB	360	5.604169846	-75.81109619
JDT	Utsunomiya	TACAN	112150	36.51689911	139.8760071
JDW	King Abdulaziz	VORTAC	115300	21.67910004	39.16619873
JE	Algoa	NDB	397	38.54800034	-92.07170105
JEC	Miho	VORTAC	116700	35.53110123	133.0939941
JED	Jedow	VOR-DME	115600	50.64730072	20.25119972
JEN	Glen Rose	VORTAC	115000	32.1595993	-97.87770081
JER	Jerez	NDB	433	36.83449936	-6.016220093
JER	Zarzis	NDB	371	33.87799835	10.77260017
JES	Slover	NDB	340	31.55240059	-81.88729858
JF	Jagersfontein	NDB	243	-29.78420067	25.43059921
JFK	Kennedy	VOR-DME	115900	40.63290024	-73.77140045
JFN	Jefferson	VOR-DME	115200	41.76010132	-80.74810028
JG	Xinzheng	NDB	256	34.7867012	113.6699982
JG	Dehradun	NDB	375	30.18989944	78.17440033
JH	Fuling	NDB	295	29.70170021	107.3769989
JH	Qaqortoq	NDB	265	60.72330093	-46.02939987
JH	Jharsuguda	NDB	314	21.89660072	84.03869629
JH	Nizhnevartovsk	NDB	450	60.9117012	76.41500092
JH	Brenz	NDB	260	32.4129982	-90.26129913
JHG	Ganlanba	VOR-DME	112500	21.86330032	100.9319992
JHG	Hohenwald	NDB	257	35.46250153	-87.63030243
JHH	Griffin	NDB	412	33.18429947	-84.22750092
JHN	Bear Creek	NDB	341	37.63560104	-101.7350006
JHT	Jorhat	VOR-DME	112100	26.70190048	94.1486969
JHW	Jamestown	VOR-DME	114700	42.18859863	-79.12129974
JI	Jiwani	VOR-DME	112700	25.06389999	61.79560089
JI	Jiwani	NDB	330	25.07159996	61.79959869
JIG	Jingning	VOR-DME	113700	35.52830124	105.7200012
JIL	Jijel	VOR-DME	117900	36.77669907	5.877220154
JIR	Jiroft	NDB	276	28.73139954	57.67210007
JJB	Jabalpur	VOR-DME	113600	23.17919922	80.06079865
JJH	Johnstown	NDB	523	42.99940109	-74.33249664
JJO	Jodhpur	VOR-DME	112300	26.23360062	73.04930115
JJP	Jaipur	VOR-DME	112900	26.82489967	75.80069733
JJS	Jamshedpur	VOR-DME	115400	22.81240082	86.16760254
JJU	Jammu	VOR-DME	113300	32.6916008	74.83760071
JK	Longli	NDB-DME	311	26.45829964	106.9800034
JKP	Janakpur	NDB	287	26.71220016	85.92169952
JKS	Jacks Creek	VOR-DME	109400	35.59899902	-88.35890198
JL	Jolo	NDB	404	6.055570126	121.0179977
JL	Yalta	NDB	274	44.48469925	34.13510132
JL	Lunns	NDB	344	37.2030983	-94.55860138
JLA	Jumla	NDB	242	29.27389908	82.19190216
JLC	Julia Creek	NDB	206	-20.66500092	141.723999
JLI	Julian	VORTAC	114000	33.14049911	-116.5859985
JM	Jimma	NDB	263	7.668710232	36.82160187
JM	Sabon	NDB	395	46.86270142	-98.58070374
JMB	Jambi	VOR-DME	117500	-1.636039972	103.6449966
JMR	Jamnagar	VOR-DME	115000	22.46859932	70.1710968
JMR	Mora	NDB	327	45.89030075	-93.26799774
JMS	Jamestown	VOR-DME	114500	46.93289948	-98.67880249
JMU	Jiamusi	VOR-DME	113500	46.8382988	130.4620056
JN	Balll	NDB	365	40.18090057	-85.3207016
JN	Jurly	NDB	263	35.47499847	-78.4253006
JNB	Jurien Bay	VOR	112000	-30.31329918	115.0540009
JNC	Grand Junction	VORTAC	112400	39.05960083	-108.7929993
JNM	Monroe	NDB	392	33.73759842	-83.72679901
JNR	North River	NDB	382	63.90769958	-160.8119965
JNS	Josie	VOR-DME	115700	62.66049957	29.61050034
JNV	Joinville	VOR-DME	115100	-26.22229958	-48.79800034
JO	Jodhpur	NDB	340	26.25020027	73.03269958
JOA	Palma De Mallorca	VOR-DME	117700	39.56470108	2.746629953
JOA	San Joaquin	NDB	217	-13.05000019	-64.66670227
JOE	Joensuu	NDB	325	62.68610001	29.4720993
JOG	Yogyakarta	VOR-DME	112800	-7.800330162	110.3089981
JOH	Johnstone Point	VOR-DME	116700	60.48099899	-146.598999
JOM	Jomalig	VOR-DME	116700	14.70489979	122.3300018
JON	Jonkoping	VOR-DME	115800	57.76039886	14.06540012
JOS	Jos	VOR-DME	113100	9.64218998	8.843000412
JOT	Joliet	VORTAC	112300	41.54639816	-88.31839752
JP	Juliett-Papa	NDB	401	62.63779831	29.75749969
JP	Gravelotte	NDB	403	-23.89999962	30.68330002
JPA	Jayapura	VOR-DME	116200	-2.578389	140.516667
JPA	Chandragadhi	NDB	397	26.56999969	88.07749939
JPA	Sanjac	NDB	347	29.6685009	-95.06980133
JPG	Jacarepagua	NDB	205	-22.98789978	-43.3689003
JPS	Joao Pessoa	NDB	320	-7.140500069	-34.95249939
JPU	Parkersburg	VORTAC	108600	39.44120026	-81.37480164
JQ	Bomnak	NDB	225	54.71670151	128.8500061
JR	Jessore	NDB	280	23.17519951	89.16179657
JR	Liangxiang	NDB	475	39.72330093	116.0979996
JR	Juliett-Romeo	NDB	370	62.22510147	27.78050041
JR	Johor Bahru	NDB	245	1.67493999	103.6600037
JRM	Jeremie	NDB	384	18.66489983	-74.1427002
JRM	Jahrom	NDB	374	28.58539963	53.58409882
JRP	Rio Preto	NDB	420	-20.8132	-49.40599823
JRV	Morrisville-Stowe	NDB	375	44.57870102	-72.58730316
JRZ	Jerez	VOR-DME	113000	36.81520081	-6.026539803
JS	Tianjin	NDB	452	39.17039871	117.3170013
JSK	Jask	TACAN	116300	25.64620018	57.78390121
JSL	Kota Kinabalu	NDB	400	5.899670124	116.0279999
JSM	Jose De San Martin	NDB	250	-44.05810165	-70.43440247
JSN	Jackson	NDB	380	-9.376150131	147.177002
JSO	Cherokee Co	NDB	263	31.8701992	-95.21549988
JSR	Jessore	VOR	113000	23.17690086	89.1631012
JST	Johnstown	VORTAC	113000	40.31669998	-78.834198
JST	Justic	NDB	405	43.42459869	21.63129997
JSV	Johannesburg	VOR-DME	115200	-26.15710068	28.2310009
JSY	Jersey	VOR-DME	112200	49.22109985	-2.046109915
JT	Jandakot	NDB	281	-32.10279846	115.887001
JT	Stephenville	NDB	390	48.54389954	-58.75479889
JT	Jorhat	NDB	217	26.71719933	94.14649963
JTA	Jingtai	VOR-DME	114900	37.19499969	104.0800018
JTG	Jintang	VOR-DME	115400	30.87170029	104.3929977
JTN	Jiuting	VOR-DME	109600	31.125	121.3399963
JU	Ashee	NDB	410	36.43389893	-81.32189941
JUA	San Juan	VOR-DME	113100	-31.56389999	-68.42140198
JUB	Juba	VOR-DME	113300	4.888659954	31.5814991
JUE	Lebanon	NDB	414	36.19219971	-86.313797
JUG	Jecca	NDB	388	32.66809845	-96.53220367
JUJ	Jujuy	VOR-DME	112900	-24.39360046	-65.09279633
JUK	Mc Kinnon	NDB	353	31.15360069	-81.38950348
JUL	Juliaca	VOR-DME	115550	-15.46809959	-70.15110016
JUY	Judd	NDB	264	31.30509949	-86.39089966
JV	Ilulissat	NDB	367	69.24140167	-51.07239914
JV	Jovellar	NDB	360	13.07859993	123.5960007
JV	Catch	NDB	331	38.47399902	-85.73719788
JVL	Janesville	VOR-DME	114300	42.55799866	-89.1053009
JVS	Jervois	NDB	203	-22.94919968	136.1450043
JW	Pigeon	NDB	388	51.04499817	-114.6299973
JW	Yongfu	NDB	281	25.00670052	110.0179977
JWG	Watonga	NDB	359	35.86199951	-98.4253006
JWJ	Elmwood	VOR-DME	109400	42.1114006	-92.9088974
JWN	Jungwon	TACAN	111300	37.03310013	127.8919983
JWN	Jwaneng	NDB	278	-24.60070038	24.68589973
JX	Weixian	NDB	345	36.34999847	114.9169998
JX	Vaxjo	NDB	349	56.99610138	14.75739956
JX	Jakso	NDB	212	42.31779861	-84.3655014
JXN	Jackson	VOR-DME	109600	42.25920105	-84.45850372
JXT	Jefferson	NDB	346	36.11000061	-83.47519684
JYG	St James	NDB	260	43.98540115	-94.55220032
JYL	Sylvania	NDB	245	32.64920044	-81.59429932
JYN	Wayne	NDB	208	35.52610016	-77.90029907
JYO	Amman	NDB	391	32.00479889	36.06560135
JYR	York	NDB	257	40.89749908	-97.61699677
JYT	Qatraneh	NDB	302	31.24979973	36.04710007
JYU	Junior	VOR-DME	113600	32.34460068	-86.99130249
JZ	Newbn	NDB	338	38.91379929	-95.15390015
JZI	Johns Island	NDB	283	32.70149994	-80.00579834
JZP	Pickens	NDB	285	34.45690155	-84.46050262
JZR	Juazeiro	NDB	205	-7.213829994	-39.2745018
JZY	Macomb	NDB	251	40.51839828	-90.56040192
K	Gyandzha	NDB	985	40.72169876	46.3382988
K	Santiago De Cuba	NDB	348	19.96879959	-75.93530273
K	Tazar	NDB	459	46.4129982	17.91139984
K	Karaganda	NDB	618	49.68420029	73.36799622
K	Oksywie	NDB	290	54.56399918	18.54299927
K	Cherkasy	NDB	705	49.43310165	31.97990036
K	Mykolaiv	NDB	509	47.0705986	31.94169998
K	Ediz Hook	NDB	317	48.13990021	-123.4020004
K	Noibai	NDB	230	21.22789955	105.7829971
K2	Olds-Didsbury	NDB	376	51.71030045	-114.1090012
K5	Maple Creek	NDB	238	49.89690018	-109.4840012
K7	Ste-Anne-Des-Monts	NDB	211	49.12860107	-66.55000305
K8	Nemiscau	NDB	214	51.68889999	-76.13420105
KA	Karratha	VOR-DME	117300	-20.71500015	116.7740021
KA	Karratha	NDB	404	-20.70610046	116.7839966
KA	Karup	NDB	369	56.29850006	9.236960411
KA	Kanpur Chakeri	NDB	292	26.41690063	80.39830017
KA	Karakol	NDB	912	42.5182991	78.35829926
KA	Karaganda	NDB	299	49.69839859	73.40370178
KA	Karonga	NDB	245	-9.951569557	33.89509964
KA	Kaadedhdhoo	NDB	274	0.4957779944	72.99530029
KA	Cape Monze	NDB	244	24.82789993	66.66439819
KA	Olzony	NDB	102	52.95000076	105.2170029
KA	Konstantinovsk	NDB	110	47.61669922	41.11669922
KA	Khurba	NDB	440	50.40859985	136.9329987
KA	Kasese	NDB	273	0.188338995	30.09900093
KA	Dzhizak	NDB	480	40.28329849	67.94999695
KAD	Kadena	VORTAC	112000	26.35680008	127.7679977
KAD	Khaldeh	VOR-DME	112600	33.80559921	35.48469925
KAD	Kadifekale	NDB	330	38.41360092	27.14830017
KAD	Kadis	DME	117500	60.14699936	25.08110046
KAE	Gangwon	VORTAC	115600	37.70059967	128.7539978
KAE	Kaedi	NDB	289	16.15660095	-13.50739956
KAF	Kandahar	TACAN	112800	31.50569916	65.84860229
KAI	Kaieteur	NDB	342	5.216320038	-58.26710129
KAJ	Kajaani	NDB	337	64.27310181	27.5298996
KAL	Kalotina	VOR-DME	114500	42.94919968	22.875
KAL	Kalmar	VOR-DME	111600	56.6853981	16.28420067
KAL	Kalima	NDB	326	-2.585769892	26.74990082
KAM	Khamis Mushait	VORTAC	115900	18.29969978	42.79000092
KAM	Kalamata	VOR-DME	112600	37.06639862	22.02389908
KAM	Kamsar	NDB	308	10.66250038	-14.60669994
KAM	Kamarang	NDB	406	5.883329868	-60.61669922
KAM	Kathmandu	NDB	318	27.69389915	85.35359955
KAM	Dolsko	NDB	328	46.10499954	14.67549992
KAN	Gangneung	TACAN	111900	37.75830078	128.9519958
KAN	Kano	VOR-DME	112500	12.03579998	8.496060371
KAO	Kassos	NDB	333	35.41910172	26.91320038
KAR	Karup	TACAN	110000	56.29669952	9.008600235
KAR	Kars	VOR-DME	113800	40.56750107	43.12419891
KAR	Kars	NDB	431	40.56750107	43.12419891
KAS	Kastrup	VOR-DME	112500	55.59049988	12.61359978
KAS	Kastoria	VOR-DME	114500	40.45100021	21.27540016
KAS	Kasane	NDB	287	-17.82299995	25.15649986
KAT	Bandaranaike	VOR-DME	112700	7.161270142	79.86849976
KAT	Katoomba	NDB	233	-33.71080017	150.3000031
KAU	Kauhava	VOR-DME	112400	63.12250137	23.05590057
KAV	Kavieng	VOR-DME	116400	-2.603830099	150.8370056
KAV	Kavran	NDB	265	44.895401	14.00819969
KAV	Kavieng	NDB	368	-2.586509943	150.8130035
KAV	Kavanayen	NDB	398	5.587220192	-61.7519989
KAY	Kayes	VOR-DME	116700	14.47910023	-11.42179966
KAZ	Kahrizak	NDB	358	35.51670074	51.3669014
KB	Kribi	NDB	335	2.856389999	9.969599724
KB	Kembe	NDB	378	4.613629818	21.86639977
KB	Kota Bharu	NDB	240	6.175000191	102.2549973
KB	Anadyr	NDB	790	64.69000244	177.7100067
KB	Kamembe	NDB	321	-2.46378994	28.90819931
KB	Krabi	NDB	299	8.105279922	98.97450256
KB	Kilimanjaro	NDB	293	-3.581619978	36.69459915
KB	Boryspil	NDB	825	50.38619995	30.88380051
KB	Kariba	NDB	399	-16.5272007	28.82369995
KBA	Karlsruhe Baden Baden	NDB	431	48.79800034	8.097550392
KBD	Karlsruhe Baden Baden	DME	115800	48.78020096	8.088489532
KBE	Kokubu	VOR-DME	117300	31.64389992	130.8419952
KBG	Karlsborg	NDB	312	58.48329926	14.38059998
KBI	Krabi	VOR-DME	111000	8.107549667	98.97750092
KBL	Kabul	VOR-DME	112000	34.54560089	69.29039764
KBO	Koln/Bonn	VOR-DME	112150	50.86169815	7.14552021
KBV	Kobbe	NDB	283	69.50520325	18.82169914
KC	Nouakchott	VOR-DME	115600	18.0916	-15.9483
KC	Karachi	VOR-DME	112100	24.91049957	67.17669678
KC	Laibin	NDB	393	23.74329948	109.2149963
KC	Kerinci	NDB	201	-2.091670036	101.4660034
KC	Nagoya	NDB	360	35.25939941	136.9160004
KC	Kaduna	NDB	310	10.68179989	7.302490234
KC	Karachi	NDB	271	24.92169952	67.1588974
KCA	Kuqa	VOR-DME	114500	41.71670151	83
KCC	Nagoya	VORTAC	114200	35.26530075	136.9149933
KCE	Kobe	VOR-DME	111250	34.63100052	135.2279968
KCW	Kampong Chhnang	NDB	297	12.24100018	104.5630035
KCY	Kilcoy	NDB	392	-26.91889954	152.572998
KD	Kbely	NDB	300	50.15259933	14.63659954
KD	Kandla	NDB	335	23.11160088	70.10749817
KD	Kurdaysky	NDB	925	43.29999924	74.94999695
KD	Kadhdhoo	NDB	260	1.854439974	73.52079773
KD	Hyderabad	NDB	223	25.32290077	68.36229706
KD	Novotyryshkino	NDB	715	55.28329849	82.40000153
KD	Klerksdorp	NDB	280	-26.8451004	26.7105999
KD	Kolda	NDB	344	12.88290024	-14.96650028
KDA	Kaduna	VOR	115300	10.68019962	7.301430225
KDI	Kendari	VOR-DME	115000	-4.075640202	122.4530029
KDN	Tunis	NDB	386	36.82490158	10.30959988
KDR	Kadra	NDB	314	32.36669922	13.61670017
KE	Kitona Base	NDB	275	-5.904439926	12.45969963
KE	Kosice	NDB	425	48.58810043	21.21509933
KE	Chor	NDB	410	25.52009964	69.77089691
KE	Kikerino	NDB	535	59.45000076	29.63330078
KE	Boryspil	NDB	825	50.28279877	30.87630081
KE	Kasompe	NDB	262	-12.56830025	27.88319969
KEA	Kea	VOR-DME	115000	37.55720139	24.29780006
KEB	Sarajevo	VOR-DME	116700	43.93389893	18.44980049
KEC	Kushimoto	VORTAC	112900	33.4477005	135.7940063
KEF	Keflavik	VORTAC	112000	63.98690033	-22.61440086
KEF	Kefallinia	NDB	318	38.11569977	20.4993
KEK	Kerkira	NDB	403	39.58779907	19.9116993
KEM	Kemi	NDB	373	65.84649658	24.60289955
KEM	Uonquen	NDB	272	5.233329773	-61.76670074
KER	Kerman	TACAN	115000	30.26449966	56.95840073
KER	Kerman	VOR-DME	114200	30.25209999	56.96120071
KER	Kerry	NDB	334	52.18220139	-9.524490356
KER	Kerman	NDB	290	30.25930023	56.96469879
KER	Kerch	DME	116300	45.3708992	36.40510178
KF	Keflavik	NDB	392	63.98500061	-22.7317009
KF	Kiffa	NDB	265	16.62100029	-11.40270042
KF	Gharo	NDB	296	24.77499962	67.5667038
KF	Tiksi	NDB	320	71.73670197	128.9179993
KFA	Dammam	VORTAC	112300	26.4975	49.7787
KFK	Afyon	TACAN	115200	38.71760178	30.61759949
KFK	Afyon	VOR-DME	112200	38.80390167	30.5468998
KFK	Afyon	NDB	324	38.80390167	30.5468998
KFN	Kefallinia	VOR-DME	115500	38.11309814	20.50469971
KFR	Wafra	VOR-DME	112000	28.62080002	47.95819855
KFR	Kufra	VOR-DME	113200	24.15329933	23.30830002
KFR	Kufra	NDB	317	24.23579979	23.33060074
KFT	Klagenfurt	VOR-DME	113100	46.59759903	14.56229973
KFT	Klagenfurt	NDB	374	46.62509918	14.53419971
KG	Kalgoorlie	VOR-DME	114100	-30.78969955	121.4530029
KG	Kalgoorlie	NDB	287	-30.77779961	121.439003
KG	Kobiljaca	NDB	358	43.88140106	18.17700005
KG	Kengtung	NDB	400	21.30270004	99.63269806
KG	Koggala	NDB	395	5.994999886	80.32330322
KG	Longkou	NDB	395	29.95000076	113.7669983
KG	Kishanganj	NDB	263	26.10129929	87.94180298
KG	Lilongwe	NDB	305	-13.73869991	33.71699905
KG	Kjerringnes	NDB	404	68.66239929	15.47430038
KG	Kogalym	NDB	490	62.24670029	74.55500031
KG	Kigoma	NDB	394	-4.888370037	29.66909981
KGE	Kajiki	VOR-DME	115700	31.79750061	130.7259979
KGI	Bangoka	VOR-DME	114500	0.4925779998	25.31340027
KGV	Kang	VOR	115100	-23.67970085	22.81990051
KH	Katihar	NDB	242	25.56710052	87.55570221
KH	Korhogo	NDB	400	9.396829605	-5.629859924
KH	Khuzdar	NDB	405	27.79759979	66.63870239
KH	Kakhovka	NDB	485	46.80810165	33.49499893
KHA	Khurais	NDB	310	25.06669998	48.19499969
KHD	Adiyaman	VOR-DME	113600	37.7242012	38.45920181
KHD	Adiyaman	NDB	381	37.7242012	38.45920181
KHD	Kiel Holtenau	DME	109500	54.37879944	10.14540005
KHE	Gimhae	TACAN	117000	35.18109894	128.9499969
KHG	Kashi	VOR-DME	115700	39.54669952	76.02330017
KHG	El Kharga	VOR-DME	113800	25.4484005	30.59079933
KHG	Khark Island	VOR-DME	113400	29.26460075	50.31719971
KHG	Khark Island	NDB	325	29.26070023	50.32130051
KHM	Kahramanmaras	VOR-DME	113900	37.5381012	36.95360184
KHM	Kahramanmaras	NDB	374	37.5381012	36.95360184
KHM	Dayrestan	NDB-DME	233	26.76309967	55.90769958
KHN	Xiangtang	VOR-DME	112700	28.43000031	115.9229965
KHR	Kharkiv	VOR-DME	116500	49.92679977	36.28530121
KHR	Chrisoupolis	NDB	327	40.92679977	24.63269997
KHY	Khoy	NDB	288	38.42919922	44.96920013
KHZ	Astypalaia	NDB	422	36.74539948	26.37529945
KI	Kanti	NDB	230	25.98730087	95.67469788
KI	Ivenets	NDB	355	53.88330078	26.73329926
KI	Kikai	NDB	382	28.31780052	129.923996
KI	Kisumu	NDB	347	-0.08451700211	34.73590088
KI	Kirbaltabay	NDB	370	43.59030151	77.48670197
KI	Kaikoura	NDB	350	-42.42039871	173.6959991
KI	Kirensk	NDB	309	57.77330017	108.1429977
KI	Zhulyany	NDB	360	50.39889908	30.38739967
KIA	King Khaled	VORTAC	113300	24.88610077	46.75939941
KIA	Kabul	TACAN	133800	34.5625	69.38899994
KIH	Kish Island	TACAN	116500	26.52330017	54.00999832
KIH	Kish Island	NDB	201	26.52759933	53.95280075
KII	King Island	NDB	332	-39.88909912	143.875
KIK	Kirkenes	VOR-DME	112000	69.72380066	29.86910057
KIK	Kikori	NDB	308	-7.427470207	144.2510071
KIL	Kiel Holtenau	NDB	353	54.37760162	10.11999989
KIN	Kindu	VOR	115100	-2.919080019	25.89979935
KIN	Kindu	NDB	285	-2.901669979	25.9116993
KIN	Kingston	NDB	360	17.96640015	-76.875
KIP	Gimpo	VOR-DME	113600	37.55749893	126.7919998
KIR	Kirn	VORTAC	117500	49.85020065	7.369579792
KIS	Kish Island	VOR-DME	117400	26.5258007	53.9618988
KIS	Bangoka	NDB	315	0.4639689922	25.35009956
KIT	Kitona Base	VOR	115300	-5.938809872	12.42619991
KIT	Kitona Base	NDB	350	-5.905560017	12.42669964
KIT	Kittila	NDB	328	67.62310028	24.89749908
KIT	Kithira	NDB	372	36.2765007	23.01519966
KIU	Kiunga	NDB-DME	169	-6.121600151	141.2870026
KIV	Kisumu	VOR-DME	114100	-0.09508600086	34.7118988
KJ	Hohhot	NDB	434	40.86999893	111.8880005
KJ	Karimunjawa	NDB	311	-5.803890228	110.4459991
KJ	Khajuraho	NDB	403	24.82040024	79.91670227
KJ	Komatsujima	NDB	352	33.97689819	134.6490021
KJT	Komatsujima	TACAN	113550	34.0041008	134.6260071
KK	Menongue	NDB	293	-14.66670036	17.73329926
KK	Koh Kong	NDB	425	11.61690044	102.9960022
KK	Kankesanturai	NDB	236	9.796110153	80.07219696
KK	Kong Kong	NDB	286	1.521639943	103.9899979
KK	Kapteinskop	NDB	267	-32.71670151	18.57169914
KK	Kerikeri	NDB-DME	226	-35.26200104	173.9109955
KKA	Koyuk	NDB-DME	299	64.93199921	-161.147995
KKJ	Khajuraho	VOR-DME	116400	24.81489944	79.91870117
KKN	Khon Kaen	VOR-DME	114900	16.4708004	102.788002
KKP	Kancheepuram	VOR-DME	115400	12.78489971	79.71309662
KKS	Kirkenes	NDB	326	69.75080109	30.11450005
KKU	Silchar	VOR-DME	115700	24.9137001	92.97750092
KKW	Kikwit	NDB	321	-5.035560131	18.81629944
KL	Kala	NDB	320	40.35499954	50.20000076
KL	Kalay	NDB	225	23.1875	94.05490112
KL	Schefferville	NDB	203	54.84939957	-66.86219788
KL	Koulamoutou	NDB	386	-1.169679999	12.43179989
KL	Kumasi	NDB	271	6.747849941	-1.583899975
KL	Akola	NDB	211	20.69409943	77.05239868
KL	Kalinovka	NDB	825	42.70000076	75.36669922
KL	Kayell	NDB	255	3.011389971	101.6200027
KL	Kalibo	NDB	298	11.6868	122.3809967
KL	Krasny Sulin	NDB	486	47.88330078	40.09999847
KL	Kilimanjaro	NDB	283	-3.435970068	36.92480087
KL	Katima Mulilo	NDB	332	-17.63419914	24.18180084
KLA	Kantola	VOR-DME	114400	65.99169922	29.23579979
KLA	Klaipeda	VOR-DME	113900	55.71559906	21.24379921
KLC	Kaklic	TACAN	116800	38.51399994	26.97380066
KLD	Kalhovd	VOR-DME	113700	60.05500031	8.373470306
KLF	Klasdorf	VOR-DME	115150	52.01940155	13.56340027
KLH	Kalaleh	NDB	325	37.38830185	55.45669937
KLI	Kasteli	TACAN	111900	35.19609833	25.32999992
KLM	Kalamata	TACAN	115200	37.0766983	22.01889992
KLO	Kalibo	VOR-DME	113000	11.68360043	122.3830032
KLO	Kloten	VOR-DME	114850	47.45709991	8.54557991
KLP	Kolocep	NDB	318	42.66930008	18.02090073
KLY	Killiney	NDB	378	53.26959991	-6.106440067
KM	Gyandzha	NDB	486	40.69829941	46.38000107
KM	Dahushan	NDB	276	41.63830185	122.1149979
KM	Huailai	NDB	360	40.3932991	115.4919968
KM	Kalimaru	NDB	232	2.160609961	117.4339981
KM	Kamalpur	NDB	246	24.13229942	91.81099701
KM	Khamampet	NDB	340	17.24270058	80.14009857
KM	Arkhangelsk	NDB	690	64.59500122	40.83670044
KM	Kamyshin	NDB	387	50.06669998	45.41669846
KM	Kamenskoe	NDB	430	62.41669846	166.1000061
KM	Kem	NDB	445	64.94670105	34.49670029
KM	Kimberley	NDB	365	-28.79220009	24.78100014
KM	Kapiri Mposhi	NDB	312	-13.96809959	28.68989944
KMB	Kamina Base	VOR	114700	-8.62858963	25.24790001
KMB	Kamina Base	NDB	276	-8.653360367	25.26670074
